Municipios;Sexo;Periodo;Total
20069 Donostia/San Sebastián;Ambos sexos;2017;40,38
20069 Donostia/San Sebastián;Ambos sexos;2016;40,22
20069 Donostia/San Sebastián;Ambos sexos;2015;39,93
20069 Donostia/San Sebastián;Ambos sexos;2014;39,55
20069 Donostia/San Sebastián;Hombres;2019;43,34
20069 Donostia/San Sebastián;Hombres;2018;43,15
20069 Donostia/San Sebastián;Hombres;2017;42,7
20069 Donostia/San Sebastián;Hombres;2016;42,54
20069 Donostia/San Sebastián;Hombres;2015;41,91
20069 Donostia/San Sebastián;Hombres;2014;41,61
20069 Donostia/San Sebastián;Mujeres;2019;38,72
20069 Donostia/San Sebastián;Mujeres;2018;38,24
20069 Donostia/San Sebastián;Mujeres;2017;38,04
20069 Donostia/San Sebastián;Mujeres;2016;37,88
20069 Donostia/San Sebastián;Mujeres;2015;37,99
20069 Donostia/San Sebastián;Mujeres;2014;37,53
41038 Dos Hermanas;Ambos sexos;2019;40,34
41038 Dos Hermanas;Ambos sexos;2018;39,73
41038 Dos Hermanas;Ambos sexos;2017;38,46
41038 Dos Hermanas;Ambos sexos;2016;37,87
41038 Dos Hermanas;Ambos sexos;2015;37,22
41038 Dos Hermanas;Ambos sexos;2014;37,34
41038 Dos Hermanas;Hombres;2019;43,12
41038 Dos Hermanas;Hombres;2018;42,34
41038 Dos Hermanas;Hombres;2017;41,34
41038 Dos Hermanas;Hombres;2016;40,65
41038 Dos Hermanas;Hombres;2015;39,9
41038 Dos Hermanas;Hombres;2014;40,21
41038 Dos Hermanas;Mujeres;2019;37,29
41038 Dos Hermanas;Mujeres;2018;36,79
41038 Dos Hermanas;Mujeres;2017;35,44
41038 Dos Hermanas;Mujeres;2016;35,04
41038 Dos Hermanas;Mujeres;2015;34,4
41038 Dos Hermanas;Mujeres;2014;34,39
07026 Eivissa;Ambos sexos;2019;45,68
07026 Eivissa;Ambos sexos;2018;""
07026 Eivissa;Ambos sexos;2017;""
07026 Eivissa;Ambos sexos;2016;""
07026 Eivissa;Ambos sexos;2015;""
07026 Eivissa;Ambos sexos;2014;""
07026 Eivissa;Hombres;2019;48,75
07026 Eivissa;Hombres;2018;""
07026 Eivissa;Hombres;2017;""
07026 Eivissa;Hombres;2016;""
07026 Eivissa;Hombres;2015;""
07026 Eivissa;Hombres;2014;""
07026 Eivissa;Mujeres;2019;41,9
07026 Eivissa;Mujeres;2018;""
07026 Eivissa;Mujeres;2017;""
07026 Eivissa;Mujeres;2016;""
07026 Eivissa;Mujeres;2015;""
07026 Eivissa;Mujeres;2014;""
04902 Ejido, El;Ambos sexos;2019;39,39
04902 Ejido, El;Ambos sexos;2018;38,53
04902 Ejido, El;Ambos sexos;2017;38,29
04902 Ejido, El;Ambos sexos;2016;38,05
04902 Ejido, El;Ambos sexos;2015;38,4
04902 Ejido, El;Ambos sexos;2014;37,88
04902 Ejido, El;Hombres;2019;42,25
04902 Ejido, El;Hombres;2018;42,04
04902 Ejido, El;Hombres;2017;42,19
04902 Ejido, El;Hombres;2016;42,45
04902 Ejido, El;Hombres;2015;42,37
04902 Ejido, El;Hombres;2014;41,28
04902 Ejido, El;Mujeres;2019;36,27
04902 Ejido, El;Mujeres;2018;34,66
04902 Ejido, El;Mujeres;2017;33,71
04902 Ejido, El;Mujeres;2016;33,48
04902 Ejido, El;Mujeres;2015;33,82
04902 Ejido, El;Mujeres;2014;34,17
03065 Elche/Elx;Ambos sexos;2019;40,66
03065 Elche/Elx;Ambos sexos;2018;39,61
03065 Elche/Elx;Ambos sexos;2017;39,26
03065 Elche/Elx;Ambos sexos;2016;38,27
03065 Elche/Elx;Ambos sexos;2015;37,98
03065 Elche/Elx;Ambos sexos;2014;37,32
03065 Elche/Elx;Hombres;2019;43,38
03065 Elche/Elx;Hombres;2018;42,26
03065 Elche/Elx;Hombres;2017;41,91
03065 Elche/Elx;Hombres;2016;40,88
03065 Elche/Elx;Hombres;2015;40,65
03065 Elche/Elx;Hombres;2014;39,93
03065 Elche/Elx;Mujeres;2019;37,72
03065 Elche/Elx;Mujeres;2018;36,9
03065 Elche/Elx;Mujeres;2017;36,56
03065 Elche/Elx;Mujeres;2016;35,54
03065 Elche/Elx;Mujeres;2015;35,21
03065 Elche/Elx;Mujeres;2014;34,64
03066 Elda;Ambos sexos;2019;40,27
03066 Elda;Ambos sexos;2018;38,89
03066 Elda;Ambos sexos;2017;37,81
03066 Elda;Ambos sexos;2016;38,34
03066 Elda;Ambos sexos;2015;38,54
03066 Elda;Ambos sexos;2014;38,55
03066 Elda;Hombres;2019;42,96
03066 Elda;Hombres;2018;41,46
03066 Elda;Hombres;2017;40,26
03066 Elda;Hombres;2016;41,12
03066 Elda;Hombres;2015;41,31
03066 Elda;Hombres;2014;41,26
03066 Elda;Mujeres;2019;37,4
03066 Elda;Mujeres;2018;36,31
03066 Elda;Mujeres;2017;35,32
03066 Elda;Mujeres;2016;35,53
03066 Elda;Mujeres;2015;35,84
03066 Elda;Mujeres;2014;35,91
29051 Estepona;Ambos sexos;2019;41,71
29051 Estepona;Ambos sexos;2018;40,94
29051 Estepona;Ambos sexos;2017;41,31
29051 Estepona;Ambos sexos;2016;41,15
29051 Estepona;Ambos sexos;2015;40,26
29051 Estepona;Ambos sexos;2014;38,53
29051 Estepona;Hombres;2019;44,69
29051 Estepona;Hombres;2018;43,75
29051 Estepona;Hombres;2017;44,28
29051 Estepona;Hombres;2016;44,01
29051 Estepona;Hombres;2015;43,14
29051 Estepona;Hombres;2014;40,93
29051 Estepona;Mujeres;2019;38,27
29051 Estepona;Mujeres;2018;37,62
29051 Estepona;Mujeres;2017;37,79
29051 Estepona;Mujeres;2016;37,72
29051 Estepona;Mujeres;2015;37,08
29051 Estepona;Mujeres;2014;36,05
15036 Ferrol;Ambos sexos;2019;39,58
15036 Ferrol;Ambos sexos;2018;38,54
15036 Ferrol;Ambos sexos;2017;38,8
15036 Ferrol;Ambos sexos;2016;38,88
15036 Ferrol;Ambos sexos;2015;38,73
15036 Ferrol;Ambos sexos;2014;37,9
15036 Ferrol;Hombres;2019;42,49
15036 Ferrol;Hombres;2018;41,39
15036 Ferrol;Hombres;2017;41,91
15036 Ferrol;Hombres;2016;41,93
15036 Ferrol;Hombres;2015;41,62
15036 Ferrol;Hombres;2014;40,72
15036 Ferrol;Mujeres;2019;36,72
15036 Ferrol;Mujeres;2018;35,73
15036 Ferrol;Mujeres;2017;35,76
15036 Ferrol;Mujeres;2016;35,98
15036 Ferrol;Mujeres;2015;35,95
15036 Ferrol;Mujeres;2014;35,21
29054 Fuengirola;Ambos sexos;2019;43,08
29054 Fuengirola;Ambos sexos;2018;43,32
29054 Fuengirola;Ambos sexos;2017;42,74
29054 Fuengirola;Ambos sexos;2016;42,45
29054 Fuengirola;Ambos sexos;2015;41,88
29054 Fuengirola;Ambos sexos;2014;42,37
29054 Fuengirola;Hombres;2019;46,71
29054 Fuengirola;Hombres;2018;46,96
29054 Fuengirola;Hombres;2017;46,52
29054 Fuengirola;Hombres;2016;46,15
29054 Fuengirola;Hombres;2015;45,33
29054 Fuengirola;Hombres;2014;45,98
29054 Fuengirola;Mujeres;2019;38,91
29054 Fuengirola;Mujeres;2018;38,91
29054 Fuengirola;Mujeres;2017;38,03
29054 Fuengirola;Mujeres;2016;37,91
29054 Fuengirola;Mujeres;2015;37,91
29054 Fuengirola;Mujeres;2014;37,9
28058 Fuenlabrada;Ambos sexos;2019;39,09
28058 Fuenlabrada;Ambos sexos;2018;37,87
28058 Fuenlabrada;Ambos sexos;2017;37,19
28058 Fuenlabrada;Ambos sexos;2016;37,15
28058 Fuenlabrada;Ambos sexos;2015;37,21
28058 Fuenlabrada;Ambos sexos;2014;37,34
28058 Fuenlabrada;Hombres;2019;41,75
28058 Fuenlabrada;Hombres;2018;40,09
28058 Fuenlabrada;Hombres;2017;39,26
28058 Fuenlabrada;Hombres;2016;38,94
28058 Fuenlabrada;Hombres;2015;39,12
28058 Fuenlabrada;Hombres;2014;39,33
28058 Fuenlabrada;Mujeres;2019;36,64
28058 Fuenlabrada;Mujeres;2018;35,79
28058 Fuenlabrada;Mujeres;2017;35,21
28058 Fuenlabrada;Mujeres;2016;35,4
28058 Fuenlabrada;Mujeres;2015;35,29
28058 Fuenlabrada;Mujeres;2014;35,18
46131 Gandia;Ambos sexos;2019;42,32
46131 Gandia;Ambos sexos;2018;42,33
46131 Gandia;Ambos sexos;2017;41,28
46131 Gandia;Ambos sexos;2016;40,62
46131 Gandia;Ambos sexos;2015;39,53
46131 Gandia;Ambos sexos;2014;39,62
46131 Gandia;Hombres;2019;45,3
46131 Gandia;Hombres;2018;45,03
46131 Gandia;Hombres;2017;44,43
46131 Gandia;Hombres;2016;43,42
46131 Gandia;Hombres;2015;42,21
46131 Gandia;Hombres;2014;42,61
46131 Gandia;Mujeres;2019;39,2
46131 Gandia;Mujeres;2018;39,42
46131 Gandia;Mujeres;2017;37,96
46131 Gandia;Mujeres;2016;37,78
46131 Gandia;Mujeres;2015;36,75
46131 Gandia;Mujeres;2014;36,68
28065 Getafe;Ambos sexos;2019;40,44
28065 Getafe;Ambos sexos;2018;39,17
28065 Getafe;Ambos sexos;2017;38,36
28065 Getafe;Ambos sexos;2016;37,98
28065 Getafe;Ambos sexos;2015;37,61
28065 Getafe;Ambos sexos;2014;37,26
28065 Getafe;Hombres;2019;42,24
28065 Getafe;Hombres;2018;41,13
28065 Getafe;Hombres;2017;40,63
28065 Getafe;Hombres;2016;40,39
28065 Getafe;Hombres;2015;39,97
28065 Getafe;Hombres;2014;39,62
28065 Getafe;Mujeres;2019;38,72
28065 Getafe;Mujeres;2018;37,26
28065 Getafe;Mujeres;2017;36,19
28065 Getafe;Mujeres;2016;35,6
28065 Getafe;Mujeres;2015;35,32
28065 Getafe;Mujeres;2014;35,05
48044 Getxo;Ambos sexos;2019;42,38
48044 Getxo;Ambos sexos;2018;40,12
48044 Getxo;Ambos sexos;2017;40,05
48044 Getxo;Ambos sexos;2016;39,1
48044 Getxo;Ambos sexos;2015;38,74
48044 Getxo;Ambos sexos;2014;37,8
48044 Getxo;Hombres;2019;44,76
48044 Getxo;Hombres;2018;42,51
48044 Getxo;Hombres;2017;42,34
48044 Getxo;Hombres;2016;40,89
48044 Getxo;Hombres;2015;40,44
48044 Getxo;Hombres;2014;39,65
48044 Getxo;Mujeres;2019;39,92
48044 Getxo;Mujeres;2018;37,7
48044 Getxo;Mujeres;2017;37,84
48044 Getxo;Mujeres;2016;37,39
48044 Getxo;Mujeres;2015;37,15
48044 Getxo;Mujeres;2014;36,06
33024 Gijón;Ambos sexos;2019;42,45
33024 Gijón;Ambos sexos;2018;41,49
33024 Gijón;Ambos sexos;2017;40,73
33024 Gijón;Ambos sexos;2016;40,16
33024 Gijón;Ambos sexos;2015;39,55
33024 Gijón;Ambos sexos;2014;39,33
33024 Gijón;Hombres;2019;45,23
33024 Gijón;Hombres;2018;44,12
33024 Gijón;Hombres;2017;43,55
33024 Gijón;Hombres;2016;43,07
33024 Gijón;Hombres;2015;42,47
33024 Gijón;Hombres;2014;42,43
33024 Gijón;Mujeres;2019;39,61
33024 Gijón;Mujeres;2018;38,81
33024 Gijón;Mujeres;2017;37,95
33024 Gijón;Mujeres;2016;37,31
33024 Gijón;Mujeres;2015;36,65
33024 Gijón;Mujeres;2014;36,28
17079 Girona;Ambos sexos;2019;41,56
17079 Girona;Ambos sexos;2018;41,07
17079 Girona;Ambos sexos;2017;41,51
17079 Girona;Ambos sexos;2016;41,43
17079 Girona;Ambos sexos;2015;40,52
17079 Girona;Ambos sexos;2014;39,13
17079 Girona;Hombres;2019;44,22
17079 Girona;Hombres;2018;43,81
17079 Girona;Hombres;2017;44,66
17079 Girona;Hombres;2016;44,6
17079 Girona;Hombres;2015;43,68
17079 Girona;Hombres;2014;42,46
17079 Girona;Mujeres;2019;38,86
17079 Girona;Mujeres;2018;38,1
17079 Girona;Mujeres;2017;38,2
17079 Girona;Mujeres;2016;37,94
17079 Girona;Mujeres;2015;36,84
17079 Girona;Mujeres;2014;35,53
18087 Granada;Ambos sexos;2019;40,45
18087 Granada;Ambos sexos;2018;39,91
18087 Granada;Ambos sexos;2017;39,23
18087 Granada;Ambos sexos;2016;38,74
18087 Granada;Ambos sexos;2015;38,21
18087 Granada;Ambos sexos;2014;38,67
18087 Granada;Hombres;2019;43,18
18087 Granada;Hombres;2018;42,68
18087 Granada;Hombres;2017;41,85
18087 Granada;Hombres;2016;41,74
18087 Granada;Hombres;2015;41,12
18087 Granada;Hombres;2014;41,56
18087 Granada;Mujeres;2019;37,77
18087 Granada;Mujeres;2018;37,18
18087 Granada;Mujeres;2017;36,7
18087 Granada;Mujeres;2016;35,88
18087 Granada;Mujeres;2015;35,36
18087 Granada;Mujeres;2014;35,82
38017 Granadilla de Abona;Ambos sexos;2019;43,63
38017 Granadilla de Abona;Ambos sexos;2018;""
38017 Granadilla de Abona;Ambos sexos;2017;""
38017 Granadilla de Abona;Ambos sexos;2016;""
38017 Granadilla de Abona;Ambos sexos;2015;""
38017 Granadilla de Abona;Ambos sexos;2014;""
38017 Granadilla de Abona;Hombres;2019;47,24
38017 Granadilla de Abona;Hombres;2018;""
38017 Granadilla de Abona;Hombres;2017;""
38017 Granadilla de Abona;Hombres;2016;""
38017 Granadilla de Abona;Hombres;2015;""
38017 Granadilla de Abona;Hombres;2014;""
38017 Granadilla de Abona;Mujeres;2019;39,34
38017 Granadilla de Abona;Mujeres;2018;""
38017 Granadilla de Abona;Mujeres;2017;""
38017 Granadilla de Abona;Mujeres;2016;""
38017 Granadilla de Abona;Mujeres;2015;""
38017 Granadilla de Abona;Mujeres;2014;""
08096 Granollers;Ambos sexos;2019;41,83
08096 Granollers;Ambos sexos;2018;40,52
08096 Granollers;Ambos sexos;2017;39,32
08096 Granollers;Ambos sexos;2016;38,34
08096 Granollers;Ambos sexos;2015;37,98
08096 Granollers;Ambos sexos;2014;37,83
08096 Granollers;Hombres;2019;44,62
08096 Granollers;Hombres;2018;43,22
08096 Granollers;Hombres;2017;42,22
08096 Granollers;Hombres;2016;41,31
08096 Granollers;Hombres;2015;40,53
08096 Granollers;Hombres;2014;40,74
08096 Granollers;Mujeres;2019;39,01
08096 Granollers;Mujeres;2018;37,67
08096 Granollers;Mujeres;2017;36,42
08096 Granollers;Mujeres;2016;35,55
08096 Granollers;Mujeres;2015;35,37
08096 Granollers;Mujeres;2014;34,87
19130 Guadalajara;Ambos sexos;2019;38,5
19130 Guadalajara;Ambos sexos;2018;37,66
19130 Guadalajara;Ambos sexos;2017;37,37
19130 Guadalajara;Ambos sexos;2016;37,29
19130 Guadalajara;Ambos sexos;2015;37,26
19130 Guadalajara;Ambos sexos;2014;37,69
19130 Guadalajara;Hombres;2019;40,86
19130 Guadalajara;Hombres;2018;39,81
19130 Guadalajara;Hombres;2017;39,57
19130 Guadalajara;Hombres;2016;39,47
19130 Guadalajara;Hombres;2015;39,9
19130 Guadalajara;Hombres;2014;40,15
19130 Guadalajara;Mujeres;2019;36,2
19130 Guadalajara;Mujeres;2018;35,66
19130 Guadalajara;Mujeres;2017;35,24
19130 Guadalajara;Mujeres;2016;35,15
19130 Guadalajara;Mujeres;2015;34,79
19130 Guadalajara;Mujeres;2014;35,29
08101 Hospitalet de Llobregat, L';Ambos sexos;2019;42,86
08101 Hospitalet de Llobregat, L';Ambos sexos;2018;41,96
08101 Hospitalet de Llobregat, L';Ambos sexos;2017;41,26
08101 Hospitalet de Llobregat, L';Ambos sexos;2016;40,48
08101 Hospitalet de Llobregat, L';Ambos sexos;2015;39,81
08101 Hospitalet de Llobregat, L';Ambos sexos;2014;39,72
08101 Hospitalet de Llobregat, L';Hombres;2019;45,54
08101 Hospitalet de Llobregat, L';Hombres;2018;44,4
08101 Hospitalet de Llobregat, L';Hombres;2017;44,16
08101 Hospitalet de Llobregat, L';Hombres;2016;43,2
08101 Hospitalet de Llobregat, L';Hombres;2015;42,98
08101 Hospitalet de Llobregat, L';Hombres;2014;43,06
08101 Hospitalet de Llobregat, L';Mujeres;2019;40,04
08101 Hospitalet de Llobregat, L';Mujeres;2018;39,46
08101 Hospitalet de Llobregat, L';Mujeres;2017;38,27
08101 Hospitalet de Llobregat, L';Mujeres;2016;37,57
08101 Hospitalet de Llobregat, L';Mujeres;2015;36,55
08101 Hospitalet de Llobregat, L';Mujeres;2014;36,41
21041 Huelva;Ambos sexos;2019;40,78
21041 Huelva;Ambos sexos;2018;39,87
21041 Huelva;Ambos sexos;2017;39,26
21041 Huelva;Ambos sexos;2016;39,31
21041 Huelva;Ambos sexos;2015;39,31
21041 Huelva;Ambos sexos;2014;38,62
21041 Huelva;Hombres;2019;43,72
21041 Huelva;Hombres;2018;43,01
21041 Huelva;Hombres;2017;42,3
21041 Huelva;Hombres;2016;42,31
21041 Huelva;Hombres;2015;42,36
21041 Huelva;Hombres;2014;41,58
21041 Huelva;Mujeres;2019;37,58
21041 Huelva;Mujeres;2018;36,62
21041 Huelva;Mujeres;2017;36,16
21041 Huelva;Mujeres;2016;36,21
21041 Huelva;Mujeres;2015;36,19
21041 Huelva;Mujeres;2014;35,64
22125 Huesca;Ambos sexos;2019;40,35
22125 Huesca;Ambos sexos;2018;39,61
22125 Huesca;Ambos sexos;2017;39,1
22125 Huesca;Ambos sexos;2016;38,85
22125 Huesca;Ambos sexos;2015;38,78
22125 Huesca;Ambos sexos;2014;38,53
22125 Huesca;Hombres;2019;42,62
22125 Huesca;Hombres;2018;42,4
22125 Huesca;Hombres;2017;41,71
22125 Huesca;Hombres;2016;41,85
22125 Huesca;Hombres;2015;41,83
22125 Huesca;Hombres;2014;41,7
22125 Huesca;Mujeres;2019;37,97
22125 Huesca;Mujeres;2018;36,77
22125 Huesca;Mujeres;2017;36,34
22125 Huesca;Mujeres;2016;35,56
22125 Huesca;Mujeres;2015;35,64
22125 Huesca;Mujeres;2014;35,18
20045 Irun;Ambos sexos;2019;41,65
20045 Irun;Ambos sexos;2018;39,29
20045 Irun;Ambos sexos;2017;38,04
20045 Irun;Ambos sexos;2016;38,02
20045 Irun;Ambos sexos;2015;38,15
20045 Irun;Ambos sexos;2014;38,61
20045 Irun;Hombres;2019;44,46
20045 Irun;Hombres;2018;41,1
20045 Irun;Hombres;2017;39,6
20045 Irun;Hombres;2016;39,98
20045 Irun;Hombres;2015;40,09
20045 Irun;Hombres;2014;40,43
20045 Irun;Mujeres;2019;38,79
20045 Irun;Mujeres;2018;37,51
20045 Irun;Mujeres;2017;36,52
20045 Irun;Mujeres;2016;36,09
20045 Irun;Mujeres;2015;36,2
20045 Irun;Mujeres;2014;36,75
23050 Jaén;Ambos sexos;2019;37,31
23050 Jaén;Ambos sexos;2018;36,61
23050 Jaén;Ambos sexos;2017;35,75
23050 Jaén;Ambos sexos;2016;35,79
23050 Jaén;Ambos sexos;2015;35,03
23050 Jaén;Ambos sexos;2014;35,45
23050 Jaén;Hombres;2019;39,25
23050 Jaén;Hombres;2018;38,72
23050 Jaén;Hombres;2017;37,71
23050 Jaén;Hombres;2016;38,02
23050 Jaén;Hombres;2015;37,15
23050 Jaén;Hombres;2014;37,6
23050 Jaén;Mujeres;2019;35,33
23050 Jaén;Mujeres;2018;34,52
23050 Jaén;Mujeres;2017;33,8
23050 Jaén;Mujeres;2016;33,56
23050 Jaén;Mujeres;2015;33
23050 Jaén;Mujeres;2014;33,37
11020 Jerez de la Frontera;Ambos sexos;2019;39,35
11020 Jerez de la Frontera;Ambos sexos;2018;38,98
11020 Jerez de la Frontera;Ambos sexos;2017;38,72
11020 Jerez de la Frontera;Ambos sexos;2016;37,94
11020 Jerez de la Frontera;Ambos sexos;2015;37,26
11020 Jerez de la Frontera;Ambos sexos;2014;36,5
11020 Jerez de la Frontera;Hombres;2019;41,89
11020 Jerez de la Frontera;Hombres;2018;41,44
11020 Jerez de la Frontera;Hombres;2017;40,99
11020 Jerez de la Frontera;Hombres;2016;40,42
11020 Jerez de la Frontera;Hombres;2015;39,84
11020 Jerez de la Frontera;Hombres;2014;39,32
11020 Jerez de la Frontera;Mujeres;2019;36,7
11020 Jerez de la Frontera;Mujeres;2018;36,41
11020 Jerez de la Frontera;Mujeres;2017;36,34
11020 Jerez de la Frontera;Mujeres;2016;35,3
11020 Jerez de la Frontera;Mujeres;2015;34,5
11020 Jerez de la Frontera;Mujeres;2014;33,59
28074 Leganés;Ambos sexos;2019;39,68
28074 Leganés;Ambos sexos;2018;38,87
28074 Leganés;Ambos sexos;2017;39,18
28074 Leganés;Ambos sexos;2016;38,52
28074 Leganés;Ambos sexos;2015;38,11
28074 Leganés;Ambos sexos;2014;37,38
28074 Leganés;Hombres;2019;41,78
28074 Leganés;Hombres;2018;40,96
28074 Leganés;Hombres;2017;41,35
28074 Leganés;Hombres;2016;41,03
28074 Leganés;Hombres;2015;40,78
28074 Leganés;Hombres;2014;40,03
28074 Leganés;Mujeres;2019;37,55
28074 Leganés;Mujeres;2018;36,81
28074 Leganés;Mujeres;2017;37,04
28074 Leganés;Mujeres;2016;36,17
28074 Leganés;Mujeres;2015;35,63
28074 Leganés;Mujeres;2014;34,89
24089 León;Ambos sexos;2019;40,35
24089 León;Ambos sexos;2018;39,14
24089 León;Ambos sexos;2017;38,59
24089 León;Ambos sexos;2016;38,15
24089 León;Ambos sexos;2015;37,93
24089 León;Ambos sexos;2014;36,9
24089 León;Hombres;2019;42,55
24089 León;Hombres;2018;41,26
24089 León;Hombres;2017;40,66
24089 León;Hombres;2016;40,41
24089 León;Hombres;2015;40,32
24089 León;Hombres;2014;39,24
24089 León;Mujeres;2019;38,19
24089 León;Mujeres;2018;37,07
24089 León;Mujeres;2017;36,57
24089 León;Mujeres;2016;35,91
24089 León;Mujeres;2015;35,57
24089 León;Mujeres;2014;34,55
23055 Linares;Ambos sexos;2019;39,14
23055 Linares;Ambos sexos;2018;38,91
23055 Linares;Ambos sexos;2017;38,51
23055 Linares;Ambos sexos;2016;37,99
23055 Linares;Ambos sexos;2015;37,37
23055 Linares;Ambos sexos;2014;37,34
23055 Linares;Hombres;2019;42,1
23055 Linares;Hombres;2018;41,63
23055 Linares;Hombres;2017;40,89
23055 Linares;Hombres;2016;40,38
23055 Linares;Hombres;2015;39,91
23055 Linares;Hombres;2014;40,01
23055 Linares;Mujeres;2019;36,1
23055 Linares;Mujeres;2018;36,07
23055 Linares;Mujeres;2017;36,03
23055 Linares;Mujeres;2016;35,48
23055 Linares;Mujeres;2015;34,6
23055 Linares;Mujeres;2014;34,36
11022 Línea de la Concepción, La;Ambos sexos;2019;40,34
11022 Línea de la Concepción, La;Ambos sexos;2018;39,9
11022 Línea de la Concepción, La;Ambos sexos;2017;39,21
11022 Línea de la Concepción, La;Ambos sexos;2016;38,75
11022 Línea de la Concepción, La;Ambos sexos;2015;38,32
11022 Línea de la Concepción, La;Ambos sexos;2014;38,14
11022 Línea de la Concepción, La;Hombres;2019;42,92
11022 Línea de la Concepción, La;Hombres;2018;42,69
11022 Línea de la Concepción, La;Hombres;2017;42,41
11022 Línea de la Concepción, La;Hombres;2016;41,87
11022 Línea de la Concepción, La;Hombres;2015;41,28
11022 Línea de la Concepción, La;Hombres;2014;41,3
11022 Línea de la Concepción, La;Mujeres;2019;37,45
11022 Línea de la Concepción, La;Mujeres;2018;36,59
11022 Línea de la Concepción, La;Mujeres;2017;35,82
11022 Línea de la Concepción, La;Mujeres;2016;35,46
11022 Línea de la Concepción, La;Mujeres;2015;35,08
11022 Línea de la Concepción, La;Mujeres;2014;34,65
25120 Lleida;Ambos sexos;2019;40,35
25120 Lleida;Ambos sexos;2018;39,56
25120 Lleida;Ambos sexos;2017;39,16
25120 Lleida;Ambos sexos;2016;38,71
25120 Lleida;Ambos sexos;2015;37,96
25120 Lleida;Ambos sexos;2014;38,4
25120 Lleida;Hombres;2019;42,87
25120 Lleida;Hombres;2018;42,11
25120 Lleida;Hombres;2017;41,7
25120 Lleida;Hombres;2016;41,29
25120 Lleida;Hombres;2015;40,67
25120 Lleida;Hombres;2014;41,67
25120 Lleida;Mujeres;2019;37,79
25120 Lleida;Mujeres;2018;36,91
25120 Lleida;Mujeres;2017;36,56
25120 Lleida;Mujeres;2016;36,02
25120 Lleida;Mujeres;2015;35,19
25120 Lleida;Mujeres;2014;35,08
26089 Logroño;Ambos sexos;2019;39,6
26089 Logroño;Ambos sexos;2018;38,83
26089 Logroño;Ambos sexos;2017;39,24
26089 Logroño;Ambos sexos;2016;38,82
26089 Logroño;Ambos sexos;2015;38,87
26089 Logroño;Ambos sexos;2014;37,95
26089 Logroño;Hombres;2019;42,1
26089 Logroño;Hombres;2018;41,32
26089 Logroño;Hombres;2017;41,89
26089 Logroño;Hombres;2016;41,24
26089 Logroño;Hombres;2015;41,55
26089 Logroño;Hombres;2014;40,74
26089 Logroño;Mujeres;2019;37,13
26089 Logroño;Mujeres;2018;36,31
26089 Logroño;Mujeres;2017;36,61
26089 Logroño;Mujeres;2016;36,28
26089 Logroño;Mujeres;2015;36,08
26089 Logroño;Mujeres;2014;35,21
30024 Lorca;Ambos sexos;2019;38,48
30024 Lorca;Ambos sexos;2018;36,74
30024 Lorca;Ambos sexos;2017;36,45
30024 Lorca;Ambos sexos;2016;36,15
30024 Lorca;Ambos sexos;2015;36
30024 Lorca;Ambos sexos;2014;35,67
30024 Lorca;Hombres;2019;39,89
30024 Lorca;Hombres;2018;38,59
30024 Lorca;Hombres;2017;38,96
30024 Lorca;Hombres;2016;38,7
30024 Lorca;Hombres;2015;38,3
30024 Lorca;Hombres;2014;38,69
30024 Lorca;Mujeres;2019;37,09
30024 Lorca;Mujeres;2018;34,88
30024 Lorca;Mujeres;2017;33,98
30024 Lorca;Mujeres;2016;33,68
30024 Lorca;Mujeres;2015;33,7
30024 Lorca;Mujeres;2014;32,84
27028 Lugo;Ambos sexos;2019;40,5
27028 Lugo;Ambos sexos;2018;39,14
27028 Lugo;Ambos sexos;2017;38,41
27028 Lugo;Ambos sexos;2016;37,61
27028 Lugo;Ambos sexos;2015;37,31
27028 Lugo;Ambos sexos;2014;37,46
27028 Lugo;Hombres;2019;43,2
27028 Lugo;Hombres;2018;41,87
27028 Lugo;Hombres;2017;40,9
27028 Lugo;Hombres;2016;40
27028 Lugo;Hombres;2015;39,79
27028 Lugo;Hombres;2014;40,09
27028 Lugo;Mujeres;2019;37,52
27028 Lugo;Mujeres;2018;36,31
27028 Lugo;Mujeres;2017;35,86
27028 Lugo;Mujeres;2016;35,23
27028 Lugo;Mujeres;2015;34,81
27028 Lugo;Mujeres;2014;34,77
28079 Madrid;Ambos sexos;2019;41,82
28079 Madrid;Ambos sexos;2018;40,88
28079 Madrid;Ambos sexos;2017;40,16
28079 Madrid;Ambos sexos;2016;40,01
28079 Madrid;Ambos sexos;2015;39,65
28079 Madrid;Ambos sexos;2014;39,4
28079 Madrid;Hombres;2019;44,24
28079 Madrid;Hombres;2018;43,32
28079 Madrid;Hombres;2017;42,68
28079 Madrid;Hombres;2016;42,67
28079 Madrid;Hombres;2015;42,35
28079 Madrid;Hombres;2014;42,19
28079 Madrid;Mujeres;2019;39,25
28079 Madrid;Mujeres;2018;38,33
28079 Madrid;Mujeres;2017;37,54
28079 Madrid;Mujeres;2016;37,27
28079 Madrid;Mujeres;2015;36,87
28079 Madrid;Mujeres;2014;36,56
28080 Majadahonda;Ambos sexos;2019;42,25
28080 Majadahonda;Ambos sexos;2018;41,31
28080 Majadahonda;Ambos sexos;2017;40,79
28080 Majadahonda;Ambos sexos;2016;40,27
28080 Majadahonda;Ambos sexos;2015;40,03
28080 Majadahonda;Ambos sexos;2014;39,85
28080 Majadahonda;Hombres;2019;44,92
28080 Majadahonda;Hombres;2018;43,79
28080 Majadahonda;Hombres;2017;43,17
